296,Barbarian+village,527,447,0,501,0
297,0417+Checkmate,443,439,10009699,10485,0
298,366+Leap+Year,479,520,11476286,10812,0
299,Rozie,459,427,849156517,5048,0
300,122,487,524,849191720,9273,0
301,098+Welcome+to+the+Playground,533,505,849191748,10311,0
302,Noble+Pollen+Madnuggets,515,538,849235409,9422,0
303,0076+Tabor,537,495,11391662,9670,0
304,NobleAttack,560,505,848941287,11111,0
305,0102+Kabel+5c16,524,497,11391662,10636,0
306,223+INCOMING+DEMOCRACY%21%21%21,456,462,849167654,10311,0
307,093+Welcome+to+the+Playground,537,503,849191748,10311,0
308,279+Hasta+La+Vista%2C+Baby,488,448,849199118,5399,0
309,-010-,485,410,849284044,10495,0
310,330+Castling,488,507,11476286,10812,0
311,HighGarden003,505,476,849281552,10019,7
312,173+-+Gimli,481,493,849167654,10311,0
313,HighGarden016,503,482,849281552,8368,0
314,163+Fatman,479,501,849167654,10311,0
315,0202+Romania,474,456,11391662,10495,0
316,330+CALLING+IN+AN+EAGLE,412,463,849167654,10311,0
317,Noble+Pollen+Madnuggets,436,533,849235409,10971,0
318,North%7C+Iron+Man,458,548,849248559,9761,3
319,0095,423,448,848949274,10643,0
320,NobleAttacks,551,506,848941287,4655,0
321,138+Noble+Flexodopolis,471,499,849206700,10311,0
322,NobleAttack,546,467,848941287,11111,0
323,Slurgieman+001,409,472,849225074,10627,0
324,0107,448,493,10293326,10311,0
325,0070,505,522,10293326,10559,0
326,Barbarian+village,520,497,11035177,875,0
327,Festus%27s+village+1,504,524,849213528,430,0
328,A052,503,444,8575670,1567,0
329,Noble+Pollen+Madnuggets,460,527,849235409,10019,9
330,NobleAttack,582,506,848941287,11111,0
331,Barbarian+village,501,526,849096104,812,0
332,025+Welcome+to+the+Playground,591,518,849191748,10311,0
333,032,483,549,849189892,10000,0
334,116+Ciccioboia%27s+village,572,550,849206700,10311,0
335,0182+Checkmate,518,494,10009699,10485,0
336,Noble+Pollen+Madnuggets,464,537,849235409,10019,3
337,101+Welcome+to+the+Playground,535,502,849191748,10311,0
338,999,500,521,849167654,6675,0
339,002,483,537,849064241,10160,8
340,055+Super+Credits,531,512,849167654,10311,0
341,NobleAttacks,553,508,848941287,5152,0
342,NobleAttack,544,510,848941287,11111,0
343,Noble+Pollen+Madnuggets,452,547,849235409,10019,0
344,Rohirrim,538,500,11245736,10373,0
345,Barbarian+village,538,532,0,515,0
346,NobleAttack,538,517,848941287,11111,0
347,00141+Covenant,527,563,1504759,9270,0
348,091+Welcome+to+the+Playground,538,503,849191748,10311,0
349,Barbarian+village,480,495,0,535,0
350,142-+DarKness+Empire,519,483,9937147,10546,3
351,083,526,518,11580195,9994,0
352,HighGarden036,509,491,849281552,8005,0
353,NobleAttack,544,513,848941287,11111,0
354,Barbarian+village,445,521,2024771,5365,0
355,013+-+Waiting+for+lady,460,499,11311968,10765,8
356,Rohirrim,544,499,11245736,10342,0
357,Barbarian+village,523,488,0,504,0
358,A080+-+Oh%2C+stay+with+me,539,446,11517608,9805,1
359,NobleAttack,541,507,848941287,11111,0
360,Barbarian+village,456,492,0,501,0
361,NobleAttack,549,512,848941287,11111,4
362,NobleAttack,552,506,848941287,11111,0
363,0144+Njema%C4%8Dki+proizvod,544,480,11391662,10559,0
364,Persereik%C3%A4,535,485,849280053,542,0
365,A164+-+I+wish+I+had,504,446,11517608,6514,0
366,149+Welcome+to+the+Playground,495,482,849191748,10311,7
367,125+Welcome+to+the+Playground,527,499,849191748,10311,0
368,Barbarian+village,474,498,0,813,0
369,HighGarden056,480,484,849281552,7067,0
370,sold+by+own+tribe,507,538,849191720,9743,0
371,047-+Din2,481,481,11311968,10971,0
372,00076+Covenant,517,569,1504759,9749,0
373,112+Truth+Enforcers,513,515,849167654,10311,2
374,HighGarden073,476,480,849281552,10921,0
375,227+INCOMING+DEMOCRACY%21%21%21,455,462,849167654,10311,0
376,Bonus+village,562,500,0,506,7
377,208,487,480,11580195,10016,0
378,0174+Herbstmatoul,531,463,11391662,10495,0
379,HighGarden050,485,486,849281552,4260,0
380,086+Down+Left+Up+Left+Down,515,513,849167654,10311,0
381,215,489,482,11580195,9720,0
382,Noble+Pollen+Madnuggets,556,534,849235409,1829,0
383,226,478,470,11580195,10713,0
384,248+INCOMING+DEMOCRACY%21%21%21,461,459,849167654,10311,0
385,Noble+Pollen+Madnuggets,559,536,849235409,10019,7
386,CyberFactory068,485,485,9224941,10474,0
387,163,456,469,849206700,10311,0
388,135-+DarKness+Empire,526,489,9937147,10546,9
389,159,472,498,849206700,10311,0
390,NobleAttacks,552,511,848941287,4126,0
391,149+Delta,473,495,849206700,10311,0
392,023-Cloud,479,471,11311968,10955,0
393,0082,492,498,10293326,10636,0
394,044,476,522,849276494,3149,0
395,HighGarden038,494,492,849281552,12154,0
396,028+Ministry+of+Prosperity,550,550,849167654,10311,0
397,0048,495,501,10293326,10971,0
398,Barbarian+village,526,538,0,505,0
399,BOWLED,482,411,849284030,5340,0
400,012,464,468,11311968,10821,0
401,HighGarden066,480,481,849281552,10955,0
402,A085+-+The+ashes+of+my+home,527,459,11517608,9805,0
403,0078,425,451,848949274,10006,0
404,Barbarian+village,432,509,0,501,0
405,Slurgieman+127,418,463,849225074,10728,0
406,Noble+Pollen+Madnuggets,452,553,849235409,10019,0
407,022+OH...NO,495,411,849226407,10495,0
408,033-+Ruzga,493,474,11311968,10960,0
409,045-+Din2,484,483,11311968,10954,0
410,Barbarian+village,476,437,0,2985,0
411,328+CALLING+IN+AN+EAGLE,420,460,849167654,10311,0
412,018,489,540,849277157,10000,0
413,Barbarian+village,537,482,0,507,9
414,135,485,588,10105370,10838,0
415,Barbarian+village,496,522,849277157,4761,0
416,0137+Goodnight,517,501,11391662,10495,0
417,153,479,450,11580195,9870,0
418,0066,503,521,10293326,9248,1
419,barbarian+village,518,497,11035177,7594,0
420,Noble+Pollen+Madnuggets,447,529,849235409,10495,0
421,0.%7CNuble+Incoming,451,572,11380394,10495,0
422,Barbarian+village,500,480,0,522,0
423,0053.1,439,561,11177776,10247,0
424,012,480,528,849064241,10019,0
426,051,542,536,11580195,9684,0
428,Noble+Pollen+Madnuggets,461,535,849235409,10019,0
429,075,470,583,849140706,10495,0
430,056,478,543,849189892,10000,0
431,Rohirrim,544,490,11245736,10728,1
432,-+032+basse+out+-,469,583,849283158,10469,0
433,280+Bend....+And+Snap%21,489,450,849199118,6359,0
434,Barbarian+village,534,503,0,683,0
435,0207.3+Phalanx,511,443,848911256,10336,0
436,iControl%7E051%7E,555,537,11419976,10495,3
437,027%3A+Bunta,426,548,8493574,8664,0
438,Barbarian+village,543,480,0,558,0
440,00180+COVENANT,525,566,1504759,10252,0
441,039,486,587,10105370,10838,0
442,Noble+Pollen+Madnuggets,454,519,849235409,10019,0
443,0025+Whisky,570,482,849204747,10285,6
444,195,472,586,10105370,10838,0
445,Barbarian+village,523,436,0,514,0
446,703+Noble+Stay+Away+From+Me,431,505,11476286,7721,7
448,509+Bishop+Sniper,448,489,11476286,10761,0
449,0119.8,502,588,11177776,10247,0
450,00061B+Liberate,531,561,1504759,7930,0
451,0111.3,494,585,11177776,10247,0
452,0237+i+am+back,532,474,11391662,3831,0
453,SnakeStars,428,555,11380394,10495,0
454,Barbarian+village,454,501,0,524,0
455,0212,410,501,10293326,2598,0
456,%7B005%5D+Gizeh,491,563,849274476,10728,0
457,Noble+Pollen+Madnuggets,416,523,849235409,10252,0
458,004dowhomer4,501,501,9830617,5026,0
459,SnakeStars,431,557,11380394,10160,0
460,Bo+7,472,440,849137971,6328,0
461,064,485,527,849276494,9209,0
462,Barbarian+village,527,480,0,505,0
463,Darkman+001,483,534,849064241,10019,0
464,HighGarden017,503,491,849281552,9784,0
465,0286+Checkmate,501,446,10009699,10485,6
466,231,412,487,11580195,10375,0
467,sold+by+own+tribe,463,510,849064241,650,0
468,lokigodsback%27s+village,467,418,11279908,9924,0
469,0166+El+Raton,539,473,11391662,10559,0
470,027,483,547,849189892,10000,8
471,-011-,476,413,849284044,10160,0
472,Barbarian+village,509,432,0,1099,0
473,0431+Checkmate,437,439,10009699,10485,0
474,NobleAttack,541,469,848941287,11111,0
475,King+%7E+415,415,471,849270290,10311,0
476,Barbarian+village,548,546,0,511,0
477,x002x,478,414,849280211,10481,0
478,NobleAttacks,551,515,848941287,3245,0
479,0172,430,493,10293326,10451,3
480,338+CALLING+IN+AN+EAGLE,422,457,849167654,10311,0
481,056+Barbarian+village,511,434,849226407,9282,0
482,148+You+Chose....+Poorly,484,415,849199118,10311,0
483,041.+%C5%A0amac,528,533,849214162,10971,0
484,NO+NO,498,412,849226407,10559,0
485,Barbarian+village,545,485,0,569,0
486,024+Truth+Enforcers,538,535,849167654,10311,1
487,-116-,429,445,849284044,5045,0
488,Barbarian+village,449,487,0,509,0
489,Slurgieman+011,416,468,849225074,10728,0
490,iControl%7E029%7E,572,503,11419976,9618,0
491,0095,497,487,10293326,10559,0
492,034-035+Noble+Levi,468,515,11311968,10945,0
493,198+INCOMING+DEMOCRACY%21%21%21,496,489,849167654,10311,0
494,Barbarian+village,449,489,0,510,0
495,212,490,481,11580195,9987,0
496,Barbarian+village,526,496,0,505,0
497,197+INCOMING+DEMOCRACY%21%21%21,494,489,849167654,10311,0
498,226+INCOMING+DEMOCRACY%21%21%21,477,494,849167654,10311,0
499,158+ADK,499,497,849167654,10311,0
500,031+Vagabond,543,484,849263917,5822,0
501,0003+Aina+Holden,490,579,11380394,10495,0
502,0157+Checkmate,511,466,10009699,10485,0
503,0070.2,453,579,11177776,10247,0
504,395+CALLING+IN+AN+EAGLE,497,514,849167654,574,0
505,0097.5,481,580,11177776,10247,0
506,016,473,541,849276494,10461,0
507,059,536,552,11580195,9325,5
508,Stronghold,446,569,2277860,6488,0
509,Barbarian+village,499,472,0,515,0
510,016%3A+Kiki,435,546,8493574,12154,0
511,Barbarian+village,489,467,849064241,653,0
512,Noble+Pollen+Madnuggets,434,551,849235409,10160,0
513,0270+Light+for+Sajnca,448,514,11391662,10495,0
514,Noble+Pollen+Madnuggets,425,536,849235409,10019,0
515,iControl%7E066%7E,550,482,11419976,10495,0
516,264,417,502,11580195,10311,0
517,CyberFactory078,478,487,9224941,6878,0
518,A112+-+oh%2C+never+say+goodbye,518,464,11517608,3386,0
519,0200.7+Phalanx,501,456,848911256,10273,0
520,Noble+Pollen+Madnuggets,419,534,849235409,10160,0
521,080+The+Soul+of+Liberty,516,568,849167654,10311,0
522,002,459,500,11311968,10955,5
523,Barbarian+village,450,566,11177776,10247,0
524,Noble+Pollen+Madnuggets,453,522,849235409,10019,0
525,Mga+Ka+Smokoy+000,589,514,849071082,8351,0
526,A133+-+Deep+into+a+dying+day,525,464,11517608,3230,0
527,Noble+Pollen+Madnuggets,442,557,849235409,10160,0
528,235+INCOMING+DEMOCRACY%21%21%21,463,462,849167654,10311,0
529,061,438,554,849189892,10000,0
530,013,486,533,849064241,10019,0
531,Noble+Pollen+Madnuggets,413,522,849235409,10252,0
532,0068,506,525,10293326,10559,0
533,CyberFactory024,515,487,9224941,8550,0
534,Barbarian+village,526,495,0,501,0
535,139-+DarKness+Empire,517,482,9937147,10546,0
536,054+Omens+of+Tyranny,537,515,849167654,10311,0
537,0015,568,521,10293326,10559,6
538,0184+Checkmate,520,491,10009699,10485,0
539,North%7C+Anapolis+2,469,544,849248559,8271,0
540,0172+Hero+Town,531,464,11391662,10495,5
541,CyberFactory014,517,486,9224941,10139,0
542,Barbarian+village,525,486,0,506,0
543,128+Welcome+to+the+Playground,517,500,849191748,10311,0
544,0413+Checkmate,501,439,10009699,2084,0
545,015+Hoher+G%C3%B6ll,459,542,849140706,10237,8
546,142+Welcome+to+the+Playground,502,485,849191748,10311,0
547,Noble+Pollen+Madnuggets,451,520,849235409,10019,0
548,114,506,502,11580195,10348,0
549,111+Home+Sweet+Home,506,458,849199118,10311,0
550,Rohirrim,535,499,11245736,10595,9
551,CyberFactory030,512,483,9224941,11321,0
552,Barbarian+village,530,534,0,504,0
553,161+Sanctuary,495,494,849167654,10311,0
554,Noble+Pollen+Madnuggets,448,542,849235409,10019,0
555,HighGarden007,515,491,849281552,10376,0
556,Barbarian+village,541,457,848902232,4221,0
557,HighGarden008,519,489,849281552,10485,0
558,zebville145_2,483,451,4001680,3894,0
559,0230.2+Phalanx,526,475,848911256,10495,0
560,011Idowhomer,513,499,9830617,2883,0
561,0037+Lol,504,556,11380394,10495,4
562,HighGarden005,508,475,849281552,10160,0
563,010dowhomer10,516,502,9830617,3534,0
564,0070+Kusipaska,527,485,11391662,10495,0
565,Barbarian+village,562,473,0,515,0
566,0180+Checkmate,518,473,10009699,10485,0
567,Sweet+Pepper,532,542,848994229,1967,0
568,0069+Style,529,486,11391662,10495,0
569,Barbarian+village,495,477,0,503,0
570,202,487,477,11580195,9744,6
571,0160+Sprostitev...,533,476,11391662,10559,0
572,NobleAttack,563,505,848941287,11111,0
573,Rapa+Nui.001,460,571,2307938,9744,0
574,Barbarian+village,562,464,0,820,0
575,A026+-+and+sorrow,526,470,11517608,9805,0
576,Barbarian+village,563,503,0,510,0
577,520+Bishop+sniper,454,497,11476286,10339,1
578,0147+Protein+Les,536,474,11391662,10559,0
579,Barbarian+village,452,502,0,504,0
580,086,545,553,11580195,9684,3
581,0160,413,495,10293326,10559,0
582,name,495,470,10604137,1202,0
583,Barbarian+village,533,484,0,504,0
584,047+Saftboys,463,540,849140706,10378,0
585,A027+-+We+are+the+ones+who+see,527,471,11517608,9805,0
586,Barbarian+village,499,467,11586781,2273,0
587,0043+Hot+position,541,488,11391662,10495,0
588,0133+Checkmate,496,469,10009699,10485,0
589,0158+Another+one+Telegrafnica,531,483,11391662,10559,0
590,NobleAttacks,551,508,848941287,5386,0
591,iControl%7E020%7E,556,484,11419976,10495,2
592,0050+Mad+bro%3F,533,491,11391662,10495,0
593,229+INCOMING+DEMOCRACY%21%21%21,460,459,849167654,10311,0
594,136-+DarKness+Empire,525,487,9937147,10546,0
595,309+U+Know+The+Drill,486,440,849199118,8229,0
596,0074+Subaru+Bormio,529,499,11391662,10495,0
